id,name,address,lat,lng,isRegistered,crowdLevel,crowdSource,confidence,occupancyPercent,totalSeats,emptySeats,tags,hasSmokingRoom,restroomScore,quietScore,outletLevel,reportCount24h,kakaoPlaceId,updatedAt,structureNote,seatsSolo,seatsPair,seatsGroup,stampReward,stampGoal,ownerPin,weekdayHours,weekendHours,holiday,hasWifi,noTimeLimit,hasParking,viewCount,directionCount,dailyStampLimit,stampRadius,couponValidDays,photos
135,컴포즈커피광운대80주년 기념관점,서울특별시 노원구 광운로 20,37.619322,127.058243,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
136,공차 광운대점,서울특별시 노원구 광운로 20,37.619322,127.058243,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
137,에프엠25.1,서울특별시 노원구 석계로13길 25-1,37.620176,127.061348,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
138,초월스터디카페 광운대점,서울특별시 노원구 석계로13길 23,37.620212,127.061563,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
139,블루포트 상명대점,서울특별시 종로구 홍지문2길 20,37.602668,126.955902,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
140,카페마이스토리,서울특별시 종로구 홍지문2길 16,37.601659,126.955711,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
141,슬리피&웨이키,서울특별시 종로구 홍지문길 88,37.605967,126.957780,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
142,플리즈커피 상명대점,서울특별시 종로구 홍지문2길 11,37.601326,126.955564,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
143,메가엠지씨커피서울 상명대점,서울특별시 종로구 홍지문2길 11,37.601326,126.955564,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
144,스위트,서울특별시 도봉구 삼양로144길 33,37.652473,127.015831,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
145,그때거기,서울특별시 도봉구 삼양로146길 22,37.652419,127.013870,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
146,반숙상회,서울특별시 도봉구 삼양로144길 25,37.651789,127.014324,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
147,프로무케이크,서울특별시 도봉구 삼양로146길 20,37.652401,127.013780,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
148,신고서점휴게실,서울특별시 도봉구 삼양로144길 21,37.651753,127.014131,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
149,빈스앤타임,서울특별시 성북구 화랑로5길 90,37.606193,127.040578,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
150,카페프리헷동덕여대점,서울특별시 성북구 화랑로13길 75,37.606346,127.040725,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
151,러피,서울특별시 성북구 화랑로13길 79-2,37.606661,127.040759,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
152,꽃이피움,서울특별시 성북구 화랑로13길 60,37.606814,127.041178,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
153,텀블리나커피,서울특별시 성북구 화랑로13길 42-6,37.605282,127.042004,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
154,잭팟,서울특별시 노원구 화랑로53길 14,37.626596,127.094023,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
155,달달한카페,서울특별시 노원구 화랑로55길 7,37.626470,127.094363,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
156,비틀주스,서울특별시 노원구 화랑로 621,37.627382,127.091623,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
157,공차서울여대점,서울특별시 노원구 화랑로 621,37.627382,127.091623,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
158,올가콘라라,서울특별시 성북구 동소문로20길 16,37.591873,127.016463,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
159,빽다방성신여대입구역점,서울특별시 성북구 동소문로20나길 3,37.591972,127.016780,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
160,하삼동커피성신여대입구역점,서울특별시 성북구 동소문로 98,37.592233,127.016305,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
161,프루트랩,서울특별시 성북구 동소문로18길 17-7,37.591638,127.016395,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
162,커피앤,서울특별시 성북구 동소문로20나길 6,37.591855,127.016973,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
163,스페이스제이피,서울특별시 서대문구 거북골로 34,37.580378,126.921352,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
164,리에또카페,서울특별시 서대문구 거북골로 34,37.580378,126.921352,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
165,스타벅스 대,서울특별시 서대문구 거북골로 34,37.580378,126.921352,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
166,쏘굿랭스터디카페 명지대점,서울특별시 서대문구 거북골로 37,37.579280,126.923787,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
167,랭스터디카페 명지대점,서울특별시 서대문구 거북골로 37,37.579289,126.923799,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
168,오뜨,서울특별시 성북구 삼선교로16길 116,37.583233,127.010393,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
169,그라찌에한성대학교점,서울특별시 성북구 삼선교로16길 116,37.583233,127.010393,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
170,오뜨,서울특별시 성북구 삼선교로16길 116,37.583233,127.010393,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
171,카페더함186,서울특별시 성북구 삼선교로4길 186,37.580548,127.010121,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
172,프리스타일,서울특별시 성북구 삼선교로10길 77-1,37.584701,127.010156,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
173,스타벅스 아주대,경기도 수원시 팔달구 월드컵로 205,37.279646,127.043390,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
174,팝스스터디카페,경기도 수원시 팔달구 월드컵로 205,37.279646,127.043390,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
175,렛츠스터디카페,경기도 수원시 팔달구 아주로 51,37.279565,127.043514,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
176,텐퍼센트커피수원 아주대점,경기도 수원시 팔달구 아주로 51,37.279565,127.043514,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
177,컴포즈커피수원 아주대점,경기도 수원시 팔달구 아주로 49,37.279249,127.043502,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
178,카페아이엔지경기대제1복지관점,경기도 수원시 영통구 광교산로 154-42,37.300254,127.040063,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
179,블루포트경기대집현관점,경기도 수원시 영통구 광교산로 154-42,37.300254,127.040063,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
180,드림어스,경기도 수원시 영통구 광교산로 154-42,37.300254,127.040063,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
181,카페아이엔지경기대성 신관점,경기도 수원시 영통구 광교산로 154-42,37.300254,127.040063,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
182,씨앤코컴퍼니경기대성카페아이엔지 신관점,경기도 수원시 영통구 광교산로 154-42,37.300254,127.040063,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
183,팬도로시수원 성균관대점,경기도 수원시 장안구 서부로 2066,37.293987,126.975673,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
184,커피빈성균관대자연과학캠퍼스 코리아,경기도 수원시 장안구 서부로 2066,37.295978,126.974206,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
185,영우수원성대의관커피점,경기도 수원시 장안구 서부로 2066,37.295978,126.974206,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
186,블루포트 성균관대점,경기도 수원시 장안구 서부로 2066,37.295978,126.974206,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
187,씨앤코컴퍼니블루포트 성균관대점,경기도 수원시 장안구 서부로 2066,37.295978,126.974206,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
188,일삼일구,경기도 용인시 수지구 죽전로144번길 15-14,37.322783,127.125212,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
189,크리에이티브커피,경기도 용인시 수지구 죽전로144번길 15-9,37.322937,127.124907,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
190,카페168,경기도 용인시 수지구 죽전로168번길 35,37.324223,127.126748,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
191,보통카페,경기도 용인시 수지구 죽전로168번길 27,37.324179,127.125834,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
192,베이크슈,경기도 용인시 수지구 죽전로168번길 25,37.324161,127.125643,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
193,카페페이버,경기도 용인시 기흥구 서그내로15번길 33-2,37.246704,127.077161,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
194,이디야용인서천점,경기도 용인시 기흥구 서그내로 31,37.245111,127.075232,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
195,풀인원,경기도 용인시 기흥구 서그내로15번길 29,37.246561,127.076451,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
196,크로플덕오리아가씨경희대국제캠퍼스점,경기도 용인시 기흥구 서그내로15번길 29,37.246561,127.076451,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
197,컴포즈커피경희대국제캠퍼스기숙사점,경기도 용인시 기흥구 덕영대로 1732,37.239809,127.081178,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
198,여우다방,경기도 오산시 오산로190번길 24,37.143862,127.071181,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
199,달달스콘카페,경기도 오산시 오산로198번길 27,37.145169,127.071408,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
200,읍천리382오산 1호점,경기도 오산시 경기대로 209,37.143419,127.073094,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
201,카페인중독오산역점,경기도 오산시 오산로198번길 19-2,37.144637,127.070653,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
202,스타벅스 오산원동DT,경기도 오산시 경기대로 218,37.144185,127.073872,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
203,커피이든,경기도 용인시 처인구 금학로235번길 14,37.239341,127.190473,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
204,트롤롤로,경기도 용인시 처인구 금학로241번길 17,37.239665,127.190811,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
205,아띠,경기도 용인시 처인구 중부대로1281번길 10-1,37.237606,127.187730,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
206,카페도시락,경기도 용인시 처인구 성산로 10,37.237744,127.186073,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
207,유베이크샵,경기도 용인시 처인구 용문로 30-5,37.237667,127.189229,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
208,모퉁,경기도 성남시 수정구 성남대로1380번길 7,37.453177,127.127655,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
209,리플커피,경기도 성남시 수정구 성남대로 1342,37.451237,127.129392,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
210,파스쿠찌 가천대점,경기도 성남시 수정구 성남대로 1342,37.451237,127.129392,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
211,투썸플레이스 가천대점,경기도 성남시 수정구 성남대로 1342,37.451237,127.129392,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
212,일이공구 가천대점,경기도 성남시 수정구 성남대로 1342,37.451237,127.129392,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
213,스타벅스 한양대에리카,경기도 안산시 상록구 한양대학로 55,37.297982,126.834463,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
214,씨앤코컴퍼니한양대안산캠퍼스학생복지관2층점,경기도 안산시 상록구 한양대학로 55,37.298009,126.834396,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
215,그라찌에 한양대점,경기도 안산시 상록구 한양대학로 55,37.298009,126.834396,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
216,바르바커피엔드플라워,경기도 안산시 상록구 한양대학로 55,37.298009,126.834396,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
217,삐노누아,경기도 안산시 상록구 학사6길 4,37.298944,126.839018,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
218,카페리틀팜,경기도 의정부시 청사로5번길 16,37.748885,127.070111,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
219,카페파르몽,경기도 의정부시 장곡로 626,37.750451,127.072292,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
220,공간대여,경기도 의정부시 장곡로 626,37.750451,127.072292,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
221,르하임스터디카페의정부북부 청사점,경기도 의정부시 장곡로 626,37.750451,127.072292,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
222,매머드익스프레스경기도청북부청사역점,경기도 의정부시 장곡로 626,37.750451,127.072292,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
223,블루포트대용인캠퍼스점 명지,경기도 용인시 처인구 명지로 116,37.221807,127.190181,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
224,카페 명지,경기도 용인시 처인구 명지로 116,37.221807,127.190181,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
225,아이앤지,경기도 용인시 처인구 명지로 116,37.221807,127.190181,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
226,버스킹아지트,경기도 포천시 왕방로 261,37.903335,127.202632,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
227,데이카페,경기도 포천시 신북면 왕방로 284,37.904665,127.204637,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
228,커피시작,경기도 포천시 신북면 왕방로 309,37.906482,127.206666,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
229,카페보스포천 중앙점,경기도 포천시 원앙로 73,37.902520,127.205029,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
230,발칸카페,경기도 안양시 만안구 성결대학로 35-3,37.382072,126.930311,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
231,카페솜붕아성결대점,경기도 안양시 만안구 성결대학로 47,37.381602,126.929351,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
232,메가엠지씨커피안양성결대점,경기도 안양시 만안구 냉천로 2,37.382179,126.929915,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
233,롱,경기도 안양시 만안구 성결대학로 36,37.382360,126.930299,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
234,포즈커피,경기도 안양시 만안구 성결대학로 53,37.379872,126.928811,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
235,우리다방,경기도 안양시 만안구 안양로 213,37.392260,126.926563,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
236,준스타커피,경기도 안양시 만안구 현충로 26,37.392234,126.928167,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
237,슈어커피,경기도 안양시 만안구 현충로 43,37.390935,126.926497,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
238,킹스팜,경기도 안양시 만안구 안양로223번길 5,37.392917,126.925693,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
239,퐁치커피익스프레스,경기도 안양시 만안구 안양로 226,37.393512,126.926223,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
240,코그노센티,인천광역시 미추홀구 경인남길 26,37.452543,126.654628,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
241,열공스터디카페,인천광역시 미추홀구 인하로 81,37.451226,126.657336,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
242,인하메이트스터디카페,인천광역시 미추홀구 인하로 85,37.451074,126.657709,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
243,젊은공간,인천광역시 미추홀구 인하로77번길 18-1,37.451866,126.657513,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
244,와이제이레지던스,인천광역시 미추홀구 매소홀로271번길 33,37.446071,126.653969,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
245,투두스터디카페,인천광역시 미추홀구 인하로91번길 9,37.451274,126.658454,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
246,봄봄스터디카페인하대센터,인천광역시 미추홀구 용정공원로83번길 59,37.447508,126.649363,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
247,컴포즈커피인하헤리움점,인천광역시 미추홀구 용정공원로83번길 49,37.447569,126.648594,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
248,예손고시텔,인천광역시 미추홀구 경인남길30번길 100-9,37.450792,126.659880,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
249,디아울,인천광역시 미추홀구 독배로317번길 15,37.448064,126.648320,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
250,그린페이스,인천광역시 미추홀구 인하로47번길 81,37.453184,126.658163,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
251,빈페이지,인천광역시 미추홀구 소성로 75,37.445695,126.657813,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
252,오뉴,인천광역시 미추홀구 인하로47번길 85,37.453337,126.658400,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
253,컴포즈커피인하대,인천광역시 미추홀구 인하로105번길 16,37.450991,126.660332,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
254,카페나라,인천광역시 미추홀구 소성로 76,37.445343,126.657622,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
255,빙하빙수,인천광역시 미추홀구 독배로382번길 18,37.453519,126.649493,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
256,메가엠지씨커피인천용현SK점,인천광역시 미추홀구 독배로317번길 23-1,37.447927,126.647654,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
257,카페개러지,인천광역시 미추홀구 매소홀로 272,37.444375,126.652994,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
258,이디야인하공전점,인천광역시 미추홀구 소성로 81,37.445490,126.658435,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
259,해밀,인천광역시 미추홀구 인하로120번길 20,37.449074,126.660860,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
260,앞뜰,인천광역시 미추홀구 인하로105번길 28,37.451551,126.660532,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
261,공본스터디카페센터,인천광역시 미추홀구 매소홀로 262,37.444229,126.652395,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
262,케이스카페,인천광역시 미추홀구 인하로120번길 21,37.448912,126.661042,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
263,피에스타7,인천광역시 미추홀구 독배로317번길 25,37.447827,126.647225,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
264,카페더스토리,인천광역시 미추홀구 경인북길 191,37.454140,126.658565,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
265,엘림,인천광역시 미추홀구 인하로120번길 19-1,37.448994,126.661211,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
266,엘루새,인천광역시 미추홀구 인하로91번길 55,37.451381,126.660985,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
267,주란다방,인천광역시 미추홀구 독배로 382,37.453814,126.648779,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
268,이화,인천광역시 미추홀구 인하로119번길 5,37.450255,126.661341,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
269,아오미,인천광역시 미추홀구 용정공원로83번길 43,37.447628,126.647091,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
270,단지,인천광역시 미추홀구 인하로105번길 47,37.452479,126.660675,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
271,무니,인천광역시 미추홀구 용정공원로 33,37.451131,126.646554,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
272,독서실/스터디카페,인천광역시 미추홀구 인하로119번길 17-2,37.450806,126.661564,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
273,대한민국특수임무유공자회,인천광역시 미추홀구 인주대로 138,37.455744,126.652444,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
274,24시무인셀프카페,인천광역시 미추홀구 인하로119번길 21,37.450977,126.661676,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
275,원하우스,인천광역시 미추홀구 경인남길118번길 30-1,37.452939,126.660707,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
276,후키,인천광역시 미추홀구 한나루로489번길 116,37.452570,126.661003,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
277,메가엠지씨커피인천용현,인천광역시 미추홀구 독배로 383,37.454219,126.648529,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
